,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
263,1.7717,1.7900,1.6800,1.6800,1.6800,81086,0.0000,1.0000,2019-09-25
264,1.8300,1.8300,1.7800,1.7900,1.7900,17200,0.0000,1.0000,2019-09-24
265,1.9100,1.9100,1.8300,1.8600,1.8600,8508,0.0000,1.0000,2019-09-23
266,1.8071,1.8364,1.7800,1.8000,1.8000,3982,0.0000,1.0000,2019-09-20
267,1.8000,1.8100,1.7800,1.7900,1.7900,19979,0.0000,1.0000,2019-09-19
268,1.8110,1.8372,1.8000,1.8000,1.8000,10062,0.0000,1.0000,2019-09-18
269,1.8100,1.8339,1.8100,1.8100,1.8100,17483,0.0000,1.0000,2019-09-17
270,1.8000,1.8486,1.8000,1.8100,1.8100,5522,0.0000,1.0000,2019-09-16
271,1.8600,1.8600,1.8100,1.8500,1.8500,14473,0.0000,1.0000,2019-09-13
272,1.8600,1.8704,1.8290,1.8550,1.8550,19717,0.0000,1.0000,2019-09-12
273,1.8600,1.8750,1.8400,1.8400,1.8400,8638,0.0000,1.0000,2019-09-11
274,1.8603,1.9065,1.8100,1.9000,1.9000,31921,0.0000,1.0000,2019-09-10
275,1.8838,1.9200,1.8600,1.8600,1.8600,9859,0.0000,1.0000,2019-09-09
276,1.9500,1.9500,1.8868,1.8900,1.8900,16436,0.0000,1.0000,2019-09-06
277,1.8824,1.9700,1.8800,1.9250,1.9250,9444,0.0000,1.0000,2019-09-05
278,1.8700,1.9273,1.8700,1.8700,1.8700,37880,0.0000,1.0000,2019-09-04
279,1.8600,1.8900,1.8000,1.8700,1.8700,7017,0.0000,1.0000,2019-09-03
280,1.9200,1.9280,1.8500,1.8600,1.8600,23722,0.0000,1.0000,2019-08-30
281,1.8500,1.9400,1.8401,1.9000,1.9000,20167,0.0000,1.0000,2019-08-29
282,1.8400,1.9100,1.7600,1.8600,1.8600,31118,0.0000,1.0000,2019-08-28
283,1.8500,1.8500,1.8000,1.8500,1.8500,22067,0.0000,1.0000,2019-08-27
284,1.8800,1.8800,1.6800,1.8700,1.8700,59428,0.0000,1.0000,2019-08-26
285,1.8800,1.9864,1.8800,1.8800,1.8800,13682,0.0000,1.0000,2019-08-23
286,1.8300,1.9900,1.8200,1.8946,1.8946,103460,0.0000,1.0000,2019-08-22
287,1.8400,1.8500,1.8000,1.8250,1.8250,81828,0.0000,1.0000,2019-08-21
288,2.0100,2.0139,1.8000,1.8300,1.8300,145182,0.0000,1.0000,2019-08-20
289,2.0735,2.0800,2.0200,2.0200,2.0200,66999,0.0000,1.0000,2019-08-19
290,2.1200,2.1200,2.0600,2.0800,2.0800,74094,0.0000,1.0000,2019-08-16
291,2.2500,2.2578,2.0600,2.1400,2.1400,52028,0.0000,1.0000,2019-08-15
292,2.1100,2.2600,2.0700,2.2400,2.2400,50275,0.0000,1.0000,2019-08-14
293,2.2500,2.2500,2.0300,2.1100,2.1100,63766,0.0000,1.0000,2019-08-13
294,2.1800,2.2800,2.1800,2.2300,2.2300,17563,0.0000,1.0000,2019-08-12
295,2.3800,2.3935,2.1000,2.1800,2.1800,184461,0.0000,1.0000,2019-08-09
